축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
탐라문화콘서트 - 놀젠놀장,산지천 북수구광장 일원,2019-04-20,2019-05-25,제주 원도심 활성화와 가족 관광객이 찾는 야간 명소,제주관광공사. JIBS,제주특별자치도,,,https://www.noljennoljang.com/,,제주특별자치도 제주시 일도1동 1146-22,,33.512315,126.5257578,2019-06-17,6500000,제주특별자치도
제11회 우도소라축제,"천진항, 우도면 일원",2019-04-12,2019-04-14,"우도 특산물인 뿔소라를 주제로 다양한 시식 및 체험 행사를 진행, 마음까지 풍성한 축제",우도면연합청년회,우도면,,064-728-4321,,,제주특별자치도 제주시 우도면 우도해안길 70,,33.4926799,126.9517219,2019-06-17,6500000,제주특별자치도
제37회 제주유채꽃축제,조랑말체험공원,2019-04-04,2019-04-07,제주의 멋진 풍경 속 유채꽃 속에 빠질 수 있는 축제의 장,제주유채꽃축제조직위원회,서귀포시,,064-787-3966,http://www.jejuflowerfestival.com/,,제주특별자치도 서귀포시 표선면 녹산로 381-15,,33.3830972779,126.7362849029,2019-06-17,6500000,제주특별자치도
가파도청보리축제,가파도 일대,2019-03-30,2019-05-12,해마다 봄이 되면 청보리밭 위로 푸른 물결이 굽이치는 장관을 볼 수 있는 청보리 축제,가파도청보리축제위원회,가파도청보리축제위원회,,064-794-7130,,,제주특별자치도 서귀포시 대정읍 가파로 2,,33.1662342597,126.2689384,2019-06-17,6500000,제주특별자치도
서귀포 유채꽃 국제걷기대회,제주월드컵경기장 광장,2019-03-23,2019-03-24,서귀포의 수려한 자연경관과 봄의 정취를 알리는 유채꽃 국제걷기대회,(사)한국체육진흥회 / (사)서귀포시관광협의회,서귀포시,,064-760-3320,,,제주특별자치도 서귀포시 월드컵로 33,,33.2462197433,126.5092776992,2019-06-17,6500000,제주특별자치도
광복로연등문화제,광복로 및 광복중앙로 일원,2020-04-14,2020-05-03,장엄등 및 거리등 전시,부산중구불교연합회,부산중구불교연합회,부산광역시 중구,051-253-8686,,,부산광역시 중구 광복로77번길 5,부산광역시 중구 광복동 2가 1-11,35.0990580895,129.0333969160,2020-03-12,3250000,부산광역시 중구
조선통신사 축제,용두산공원 및 광복로 일원,2020-10-01,2020-10-31,"광장행사, 조선통신사 평화의 행렬, 조선통신사의 밤, 한일거리예술공연 등",(재)부산문화재단,부산광역시,부산광역시 중구,051-600-4085,http://www.bsjunggu.go.kr/tour/index.junggu?menuCd=DOM_000000203003000000,,부산광역시 중구 광복중앙로 3,부산광역시 중구 창선동1가 1-1,35.09953937,129.0311369,2020-03-12,3250000,부산광역시 중구
의정부시평생학습박람회,시청앞 도로 및 잔디광장(소방서옆),2020-05-23,2020-05-23,"개막식, 평생학습유공자 표창, 동아리 공연, 체험부스운영 먹거리장터 등",(재)의정부시평생학습원,(재)의정부시평생학습원,,031-826-9973,https://www.ui4u.go.kr,,경기도 의정부시 의정로165,경기도 의정부시 가능동 676-19,37.747740,127.0342439185,2020-01-31,3820000,경기도 의정부시
2020 푸른별 콘서트,의정부시 예술의전당,2020-12-02,2020-12-02,수능을 마친 관내 고등학교 3학년을 위한 콘서트 운영,의정부시청소년재단,의정부시,,031-828-9542,http://www.uiyouth.or.kr,,경기도 의정부시 의정로 1,경기도 의정부시 의정부2동 323,37.7333859484,127.034135,2020-01-31,3820000,경기도 의정부시
대구화교중화문화축제,종로 화교소학교 및 화교거리,2014-10-04,2014-10-05,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2014-10-03,2014-10-05,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
제16회 추억의 충장축제,"충장로,금남로,문화전당,예술의거리 일원",2019-10-02,2019-10-06,문화예술공연 등 아시아 최대 거리문화예술축제,광주광역시 동구,광주광역시 동구,"문화체육관광부, 광주광역시",062-608-2421,http://www.donggu.kr/index.es?sid=c8,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,2019-08-01,3590000,광주광역시 동구
장미꽃 필(feel)무렵,이곡장미공원,2020-05-15,2020-05-17,"콘서트(7080콘서트, 뮤지컬갈라, 브라질 재즈), 더 파티인 로즈가즌(이웃주민 공연, 버스킹, 퍼포먼스 등), 향기가득 부스워트(장미관련 체험, 로즈뷰티, 먹거리존 등), 포토존, 관객참여 피아노공연, 아트풍선 등",(재)달서문화재단,(재)달서문화재단,"대구광역시, 달서구, 달서구의회",053-584-9771,http://www.dscf.okr.kr,,대구광역시 달서구 선원남로 129,대구광역시 달서구 이곡동 1306-6,35.8574136347,128.5144630489,2020-03-04,3470000,대구광역시 달서구
달서가족축제,호림강나루공원,2020-05-05,2020-05-05,"개회식, 명랑경기, 가족미션경기, 화합마당, 부대행사 등",대구광역시 달서구여성단체협의회,대구광역시 달서구여성단체협의회,대구광역시 달서구,053-667-3514,http://www.dalseo.daegu.kr,달서여성행복카페(http://cafe.daum.net/womencity-dalseo),대구광역시 달서구 성서공단로 40,,35.83282135,128.4872359,2020-03-04,3470000,대구광역시 달서구
목포 유달산 봄 축제,유달산 및 원도심 일원,2020-04-03,2020-04-05,"유달산 둘레길 및 근대역사거리 투어, 4.8만세운동 재현 퍼포먼스 , 음악 공연 및 시민 체험 프로그램",전라남도 목포시,목포시축제추진위원회,,061-270-8442,http://www.mokpo.go.kr/tour/festival/yudalsan_spring/info,,,전라남도 목포시 죽교동 산27-3,34.7942414236,126.3713543658,2020-01-28,4800000,전라남도 목포시
2014 안양시민축제,"평촌중앙공원, 삼덕공원",2014-09-26,2014-09-28,"시민공연마당, 전시체험부스, 특별기회전시, 개폐막 축하공연, 방송국 공개방송, 거리공연 등",(재)안양문화예술재단,"경기도 안양시, 안양축제추진위원회",,031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2019-12-09,3830000,경기도 안양시
2016 제5회 안양공공예술프로젝트,안양예술공원,2016-10-15,2016-12-15,"개막식, 체험부스운영, 공공예술작품 전시 및 공연",(재)안양문화예술재단,경기도 안양시,,031-687-0916,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 만안구 예술공원로 180(안양동),경기도 안양시 만안구 안양동 1351,37.4194056,126.925606,2019-12-09,3830000,경기도 안양시
2016 안양 아줌마축제,평촌중앙공원,2016-05-28,2016-05-29,"아줌마 축제 기념공연, 여성동호회공연, 주부가요제, 홍보체험부스, 김치왕선발대회 등",경인일보,(재)안양문화예술재단,"경기도 안양시, 안양시여성단체협의회",031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2019-12-09,3830000,경기도 안양시
제64회 백제문화제,금강신관공원 및 공산성 일원,2018-09-14,2018-09-22,"K-POP 한류페스티벌, 웅진성퍼레이드, 체험마당, 먹거리마당, 농특산물판매 등",공주시백제문화선양위원회,백제문화제추진위원회,,041-840-8069,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.4689189906,127.1271045250,2019-09-25,4500000,충청남도 공주시
2018 마곡사토요무대,마곡사관광지 야외무대,2018-07-07,2018-08-25,"버스킹공연, 프린지공연, 섹소폰 연주, 국악연주 등",마곡사상인연합회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 854,충청남도 공주시 사곡면 운암리 722-4,36.55728753,127.0183843,2019-09-25,4500000,충청남도 공주시
2018 계룡산벚꽃축제,계룡산 동학사 일원,2018-04-06,2018-04-15,"야간경관 설치, 계룡산벚꽃가요제, 분청사기 만들기, 먹거리 운영 등",계룡산축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 반포면 동학사1로 167-31,충청남도 공주시 반포면 학봉리 631-9,36.36030634,127.2509274183,2019-09-25,4500000,충청남도 공주시
제15회 마곡사신록축제,사곡면 운암리 마곡사일원,2018-05-12,2018-05-13,"버스킹공연, 소나무심기, 야생화 전시, 농특산물 판매 등",마곡사신록축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 966 마곡사,충청남도 공주시 사곡면 운암리 567,36.5590683934,127.0122348273,2019-09-25,4500000,충청남도 공주시
2018 계룡산산신제,계룡면 양화리 신원사일원,2018-04-28,2018-05-01,"유.불.무가식 산신제,점사체험, 기체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2019-09-25,4500000,충청남도 공주시
고려산진달래축제,고인돌 광장 등,2019-04-20,2019-04-28,진달래군락지 관람 진달래 체험전 등,강화군문화축제추진위원회,강화군,,032-930-3623,http://www.ganghwa.go.kr/open_content/festival/,,인천광역시 강화군 하점면 강화대로 994-19,인천광역시 강화군 하점면 부근리 350-4,37.7737095237,126.4353364918,2019-09-20,3570000,인천광역시 강화군
추억의충장축제,아시아문화전당 일대,2019-10-02,2019-10-06,"추억을 테마로한 공연, 전시, 체험프로그램 운영",광주광역시 동구,광주광역시 동구,,062-608-2422,http://www.donggu.kr/index.es?sid=c8,,광주광역시 동구 서남로 1,광주광역시 동구 서석동 31,35.1458272,126.9233266,2019-06-26,6290000,광주광역시
굿모닝 양림,양림동및사직공원일원,2019-10-19,2019-10-21,"예술인 아카이브전, 미술전시회, 가을숲속음악회 등",굿모닝 양림추진위원회,광주광역시 남구,,062-607-2312,http://www.goodmorningyangrim.com/,,광주광역시 남구 사직길 49,광주광역시 남구 사동 177,35.141882,126.9118580851,2019-06-26,6290000,광주광역시
완주 프러포즈축제,대한민국술테마박물관,2020-05-16,2020-05-17,"모악산과 경각산의 사랑이야기, 리마인드웨딩, 사랑고백 축제",완주군,완주군,,063-290-2622,http://www.wanju.go.kr/tour/index.wanju?menuCd=DOM_000000804008000000,홈페이지 참고,전라북도 완주군 구이면 덕천전원길 232-58,전라북도 완주군 구이면 덕천리 산240-1,35.7260186784,127.1361620405,2020-04-01,4720000,전라북도 완주군
완주와일드푸드축제,고산자연휴양림일원,2020-10-09,2020-10-11,완주의 자연·생태문화가 지닌 야생성과 안전한 먹거리 로컬푸드를 접목시킨 지역 대표축제,와일드푸드축제추진위원회,완주군,"문화체육관광부, 전라북도, 한국관광공사",063-290-2622,http://wildfoodfestival.kr,홈페이지 참고,전라북도 완주군 고산면 고산휴양림로 89,전라북도 완주군 고산면 오산리 790,35.97398096,127.2315514,2020-04-01,4720000,전라북도 완주군
2020 대한민국정원산업박람회,순천만국가정원,2020-10-16,2020-10-25,"쇼가든, 마켓플레이스, 학술회의, 체험프로그램 등",순천시,산림청전라남도,,,,,전라남도 순천시 국가정원1호길 47(오천동),,34.9288858760,127.4999590578,2020-02-20,4820000,전라남도 순천시
2020 동아시아문화도시 폐막행사,순천문화예술회관,2020-11-20,2020-11-21,"환영리셉션, 폐막식, 문화탐방, 부대행사 등","문화체육관광부, 전라남도",순천시,,,,,전라남도 순천시 삼산로 16(석현동),,34.9705568582,127.4852365391,2020-02-20,4820000,전라남도 순천시
한중일 평화포럼 + 한중일 팝뮤직 페스티벌,순천만국가정원,2020-10-16,2020-10-17,"개회식, 기조연설, 주제별 세션토론, 한중일 팝뮤직 평화콘서트, 순천 평화투어 등","문화체육관광부, 전라남도",순천시,,,,,전라남도 순천시 국가정원1호길 47(오천동),,34.9288858760,127.4999590578,2020-02-20,4820000,전라남도 순천시
청남대 재즈토닉 페스티벌,청남대,2020-05-22,2020-05-24,"○ 재즈아티스트 공연, 타로아트 전시, 지역출신 재즈밴들 경연",㈜청주방송,청주시 문화예술과,,043-201-2012,http://www.jazztonicfestival.com/,,충청북도 청주시 상당구 문의면 청남대길 646,충청북도 청주시 상당구 문의면 신대리 산26-1,36.4622473708,127.4900948331,2020-01-31,6430000,충청북도
제14회 세종대왕과 초정약수축제,초정문화공원 일원,2020-05-29,2020-05-31,○ 어가행차 재현,청주문화원,청주시 관광정책과,,043-201-2092,,,,충청북도 청주시 청원구 내수읍 초정리 81-5,,,2020-01-31,6430000,충청북도
소래포구축제,인천 남동구 논현동,2019-09-27,2019-09-29,관광축제,남동구,남동구,,032-453-2142,www.namdong.go.kr/soraefestival,아프리카돼지열방확산방지를 위해 축제취소,인천광역시 남동구 아암대로,인천광역시 남동구 논현동 775,37.3834912311,126.7083559470,2019-12-24,3530000,인천광역시 남동구
청송사과축제,청송읍 용전천 변,2020-10-28,2020-11-01,공연/경연/체험/전시/판매,청송군축제추진위원회,청송군,"문화체육관광부, 경상북도, 청송군의회, 청송경찰서, 청송교육지원청, 청송군관내농협, (사)청송사과협회, 청송사과유통센터, (재)청송문화관광재단",054-870-6237,,,,경상북도 청송군 청송읍 월막리 368-2,36.432499,129.054312,2020-03-18,5160000,경상북도 청송군
